xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s] dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm] Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm] Ride_AxleFront[mm] Ride_AxleRear[mm] SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg] slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct] AeroBalance[pct] Cx[none] pbrake_f[bar] pbrake_r[bar] Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN] vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h] acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g] Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN] roll[deg] aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm] damper_force_FC[kN] damper_force_RC[kN] dam_3rd_front[mm] dam_3rd_rear[mm] CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg] ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg] CLA[m2] Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN] Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN] 
35.514 2124.362 186.328 6456.004 4.000 0.640 -0.118 -0.001 -0.702 1.065 5.087 4.090 8.756 7.657 6.359 5.112 10.945 9.571 52.052 59.042 -0.025 -0.265 -0.042 -0.261 -0.123 -0.056 -0.062 1.986 2.055 40.615 1.092 0.003 0.002 1.328 0.912 5.042 4.617 186.278 186.156 190.084 190.101 -0.004 -0.003 0.004 0.005 3454.312 3165.218 5375.093 5138.177 -0.065 100.001 775.990 1644.914 1607.060 0.006 0.000 -5.165 -8.580 -2.569 -2.662 -2.472 -2.566 -0.062 0.177 -0.109 0.109 3.630 -0.086 -0.086 4.641 4.532 0.103 0.439 0.521 0.276
35.585 2128.030 187.916 6509.632 4.000 0.635 -0.118 -0.001 -1.126 1.094 5.193 4.268 8.921 7.884 6.492 5.335 11.152 9.855 51.837 58.762 -0.043 -0.284 -0.026 -0.246 -0.107 -0.056 -0.060 1.968 2.037 40.653 1.092 0.003 0.002 1.361 0.951 5.105 4.666 187.867 187.745 191.671 191.687 -0.007 -0.003 0.003 0.008 3477.007 3191.702 5399.765 5162.059 -0.063 99.997 774.251 1640.575 1604.101 0.006 0.000 -4.953 -8.395 -2.578 -2.660 -2.480 -2.571 -0.027 0.213 -0.110 0.109 3.631 -0.086 -0.084 4.628 4.524 0.142 0.473 0.490 0.234
35.659 2131.907 189.570 6565.412 4.000 0.631 -0.103 -0.001 -0.623 0.997 5.321 4.438 9.093 8.115 6.651 5.548 11.367 10.144 51.615 58.470 -0.002 -0.243 -0.021 -0.241 -0.104 -0.055 -0.060 1.951 2.014 40.693 1.091 0.003 0.002 1.378 1.006 5.138 4.759 189.517 189.404 193.321 193.335 0.005 0.003 -0.001 -0.002 3488.360 3229.732 5412.850 5203.211 -0.058 100.001 772.102 1633.439 1602.509 0.007 0.000 -4.730 -8.204 -2.581 -2.664 -2.491 -2.574 -0.069 0.171 -0.110 0.109 3.632 -0.085 -0.085 4.608 4.520 0.065 0.401 0.482 0.213
35.805 2139.657 192.793 6673.777 4.000 0.620 -0.076 -0.001 -0.426 0.621 5.508 4.852 9.362 8.639 6.884 6.065 11.702 10.799 51.162 57.898 0.028 -0.214 0.016 -0.205 -0.078 -0.054 -0.057 1.920 1.959 40.781 1.089 0.003 0.002 1.402 1.133 5.206 4.933 192.722 192.650 196.527 196.538 -0.003 -0.002 0.003 0.005 3503.881 3316.945 5435.724 5284.668 -0.043 100.001 766.522 1618.730 1594.175 0.007 0.000 -4.281 -7.831 -2.600 -2.661 -2.516 -2.576 -0.086 0.156 -0.110 0.110 3.633 -0.084 -0.084 4.567 4.497 0.011 0.348 0.399 0.109
35.877 2143.529 194.363 6726.480 4.000 0.615 -0.078 -0.001 -0.794 0.713 5.631 5.031 9.532 8.855 7.039 6.288 11.915 11.068 50.934 57.620 0.012 -0.231 0.025 -0.196 -0.067 -0.054 -0.055 1.896 1.940 40.828 1.088 0.003 0.002 1.440 1.171 5.273 4.983 194.296 194.217 198.086 198.096 -0.006 -0.003 0.004 0.007 3529.905 3342.879 5463.107 5307.648 -0.041 99.997 763.332 1611.011 1588.663 0.007 0.000 -4.055 -7.649 -2.608 -2.661 -2.523 -2.582 -0.056 0.187 -0.110 0.110 3.634 -0.084 -0.082 4.545 4.482 0.046 0.378 0.383 0.080
35.951 2147.572 195.973 6780.488 4.000 0.609 -0.065 -0.001 -0.320 0.605 5.774 5.204 9.706 9.075 7.218 6.505 12.132 11.344 50.696 57.335 0.048 -0.195 0.028 -0.193 -0.067 -0.052 -0.055 1.878 1.914 40.879 1.088 0.003 0.002 1.464 1.226 5.308 5.068 195.902 195.833 199.684 199.693 0.004 0.003 -0.000 -0.002 3545.909 3380.750 5477.481 5345.081 -0.037 100.001 759.894 1602.187 1583.259 0.008 0.000 -3.819 -7.463 -2.611 -2.666 -2.533 -2.586 -0.095 0.148 -0.110 0.110 3.635 -0.082 -0.082 4.521 4.467 -0.022 0.311 0.382 0.065
36.099 2155.665 199.111 6885.534 4.000 0.596 -0.046 -0.001 -0.240 0.331 6.004 5.608 9.993 9.557 7.504 7.009 12.492 11.946 50.218 56.780 0.067 -0.178 0.055 -0.165 -0.047 -0.051 -0.053 1.841 1.861 40.985 1.086 0.003 0.002 1.504 1.344 5.387 5.224 199.026 198.987 202.793 202.799 -0.003 -0.002 0.003 0.005 3573.473 3461.614 5506.635 5416.845 -0.026 100.000 752.352 1584.474 1569.686 0.009 0.000 -3.346 -7.100 -2.628 -2.665 -2.554 -2.590 -0.103 0.142 -0.110 0.110 3.637 -0.081 -0.081 4.471 4.429 -0.054 0.275 0.322 -0.020
36.171 2159.714 200.638 6936.617 4.000 0.590 -0.051 -0.001 -0.595 0.463 6.148 5.779 10.173 9.752 7.685 7.223 12.716 12.191 49.979 56.510 0.049 -0.197 0.060 -0.161 -0.039 -0.051 -0.051 1.816 1.843 41.040 1.085 0.003 0.002 1.549 1.378 5.457 5.268 200.559 200.509 204.305 204.310 -0.005 -0.003 0.003 0.006 3604.204 3484.979 5536.310 5436.431 -0.026 99.996 748.486 1575.552 1562.542 0.009 0.000 -3.110 -6.923 -2.635 -2.667 -2.560 -2.597 -0.073 0.172 -0.110 0.110 3.638 -0.081 -0.079 4.446 4.409 -0.015 0.308 0.319 -0.037
36.246 2163.880 202.180 6988.241 4.000 0.583 -0.037 -0.001 -0.058 0.311 6.300 5.951 10.344 9.962 7.875 7.439 12.930 12.452 49.735 56.235 0.087 -0.159 0.062 -0.160 -0.041 -0.049 -0.051 1.799 1.817 41.098 1.085 0.003 0.002 1.573 1.434 5.488 5.353 202.096 202.060 205.833 205.838 0.005 0.003 -0.001 -0.003 3620.357 3523.821 5549.213 5473.754 -0.022 100.001 744.768 1566.850 1555.793 0.010 0.000 -2.868 -6.744 -2.638 -2.672 -2.569 -2.601 -0.118 0.127 -0.110 0.110 3.639 -0.079 -0.080 4.421 4.390 -0.087 0.235 0.320 -0.050
36.393 2172.206 205.179 7088.532 4.000 0.571 -0.018 -0.001 -0.030 0.021 6.526 6.360 10.617 10.437 8.157 7.950 13.271 13.047 49.255 55.696 0.102 -0.145 0.090 -0.131 -0.020 -0.048 -0.049 1.765 1.768 41.212 1.083 0.003 0.002 1.612 1.554 5.563 5.507 205.081 205.077 208.801 208.805 -0.004 -0.003 0.003 0.005 3646.821 3606.011 5576.352 5545.080 -0.010 100.000 737.216 1549.577 1541.751 0.011 0.000 -2.393 -6.392 -2.656 -2.671 -2.591 -2.605 -0.121 0.126 -0.110 0.110 3.641 -0.078 -0.078 4.373 4.350 -0.114 0.201 0.255 -0.142
36.466 2176.371 206.639 7137.188 4.000 0.564 -0.025 -0.001 -0.465 0.209 6.674 6.528 10.796 10.621 8.343 8.160 13.495 13.277 49.015 55.434 0.080 -0.169 0.094 -0.128 -0.012 -0.048 -0.047 1.739 1.750 41.272 1.082 0.003 0.002 1.661 1.584 5.637 5.543 206.550 206.529 210.242 210.245 -0.007 -0.004 0.004 0.008 3680.673 3627.138 5607.697 5561.050 -0.011 99.995 732.716 1539.187 1533.491 0.012 0.000 -2.156 -6.221 -2.663 -2.673 -2.596 -2.612 -0.085 0.162 -0.110 0.110 3.642 -0.078 -0.076 4.344 4.328 -0.064 0.245 0.256 -0.156
36.539 2180.605 208.093 7185.567 4.000 0.556 -0.018 -0.001 -0.083 0.195 6.845 6.680 10.980 10.797 8.556 8.351 13.724 13.496 48.769 55.176 0.106 -0.143 0.088 -0.133 -0.018 -0.046 -0.047 1.716 1.727 41.335 1.081 0.003 0.002 1.699 1.629 5.679 5.609 208.006 207.984 211.675 211.676 0.004 0.003 -0.000 -0.002 3706.427 3658.164 5626.520 5588.494 -0.011 100.001 727.529 1527.506 1523.634 0.013 0.000 -1.915 -6.052 -2.664 -2.680 -2.602 -2.618 -0.118 0.131 -0.110 0.110 3.644 -0.076 -0.077 4.311 4.300 -0.113 0.192 0.277 -0.149
36.685 2189.073 210.912 7279.040 4.000 0.540 -0.014 -0.001 -0.113 0.097 7.144 7.035 11.291 11.170 8.930 8.794 14.113 13.962 48.270 54.685 0.106 -0.144 0.096 -0.126 -0.012 -0.045 -0.045 1.671 1.677 41.471 1.080 0.003 0.002 1.770 1.724 5.772 5.722 210.822 210.811 214.442 214.444 -0.003 -0.002 0.002 0.004 3755.624 3723.389 5665.117 5638.493 -0.007 99.999 716.271 1504.041 1500.248 0.015 0.000 -1.426 -5.730 -2.676 -2.685 -2.616 -2.627 -0.116 0.134 -0.111 0.110 3.647 -0.075 -0.075 4.245 4.234 -0.108 0.187 0.269 -0.185
36.757 2193.306 212.277 7324.294 4.000 0.533 -0.024 -0.001 -0.447 0.270 7.320 7.185 11.476 11.315 9.150 8.981 14.345 14.143 48.022 54.447 0.085 -0.166 0.093 -0.129 -0.012 -0.044 -0.044 1.645 1.659 41.540 1.079 0.003 0.002 1.827 1.749 5.845 5.749 212.196 212.169 215.782 215.784 -0.005 -0.002 0.003 0.006 3794.652 3740.735 5697.461 5649.409 -0.011 99.993 710.913 1492.716 1489.227 0.016 0.001 -1.182 -5.575 -2.680 -2.690 -2.619 -2.635 -0.088 0.162 -0.111 0.111 3.649 -0.075 -0.073 4.213 4.203 -0.059 0.230 0.288 -0.180
36.829 2197.537 213.608 7368.778 4.000 0.527 -0.020 -0.001 -0.060 0.224 7.501 7.325 11.656 11.462 9.376 9.156 14.570 14.327 47.781 54.210 0.108 -0.144 0.086 -0.136 -0.020 -0.043 -0.044 1.630 1.642 41.607 1.078 0.003 0.002 1.864 1.788 5.888 5.811 213.527 213.502 217.102 217.103 0.005 0.004 -0.001 -0.003 3820.366 3767.527 5716.970 5674.793 -0.012 100.000 708.150 1486.877 1483.316 0.018 0.001 -0.942 -5.422 -2.681 -2.698 -2.624 -2.641 -0.121 0.131 -0.111 0.111 3.650 -0.073 -0.073 4.196 4.186 -0.103 0.182 0.314 -0.168
36.970 2205.997 216.228 7451.344 4.000 0.517 -0.009 -0.001 0.048 -0.018 7.749 7.659 11.951 11.856 9.687 9.574 14.939 14.820 47.340 53.712 0.119 -0.135 0.100 -0.122 -0.012 -0.042 -0.042 1.603 1.603 41.720 1.077 0.003 0.002 1.914 1.885 5.968 5.942 216.136 216.137 219.694 219.696 -0.002 -0.002 0.002 0.003 3854.371 3834.088 5748.986 5734.044 -0.005 99.998 701.956 1473.675 1469.295 0.021 0.001 -0.507 -5.098 -2.693 -2.702 -2.641 -2.648 -0.131 0.122 -0.111 0.111 3.652 -0.072 -0.072 4.160 4.148 -0.120 0.155 0.287 -0.223
37.040 2210.227 217.495 7463.241 4.000 0.504 -0.011 -0.001 -0.198 0.052 7.890 7.822 12.099 12.019 9.863 9.778 15.124 15.024 47.101 53.492 0.107 -0.148 0.104 -0.118 -0.006 -0.041 -0.041 1.570 1.573 41.791 1.076 0.003 0.002 1.960 1.926 6.018 5.977 217.408 217.403 220.913 220.914 -0.004 -0.003 0.004 0.005 3886.031 3862.331 5769.939 5749.353 -0.005 99.990 694.298 1451.921 1448.605 0.022 0.001 -0.279 -4.951 -2.699 -2.704 -2.646 -2.653 -0.110 0.143 -0.111 0.111 3.654 -0.071 -0.070 4.101 4.092 -0.090 0.179 0.283 -0.241
37.109 2214.383 218.701 7355.862 4.000 0.485 -0.006 -0.001 0.050 0.039 8.065 7.991 12.220 12.140 10.081 9.988 15.275 15.175 46.820 53.330 0.125 -0.130 0.102 -0.120 -0.008 -0.039 -0.039 1.524 1.526 41.890 1.076 0.003 0.002 2.009 1.983 6.036 6.014 218.617 218.612 222.036 222.037 0.003 0.002 0.000 -0.002 3920.024 3901.869 5777.126 5764.343 -0.004 100.000 690.360 1415.669 1413.844 0.025 0.001 -0.023 -4.838 -2.702 -2.710 -2.651 -2.657 -0.131 0.123 -0.111 0.111 3.657 -0.068 -0.069 4.000 3.995 -0.124 0.137 0.293 -0.241
37.245 2222.701 220.955 6587.516 5.000 0.457 0.011 -0.001 0.245 -0.228 8.380 8.429 12.348 12.409 10.475 10.536 15.435 15.511 46.236 53.052 0.145 -0.111 0.119 -0.102 0.003 -0.036 -0.037 1.463 1.453 42.108 1.075 0.003 0.002 2.074 2.113 6.060 6.111 220.862 220.885 224.176 224.177 -0.000 0.001 0.000 0.002 3964.606 3991.365 5783.264 5808.319 0.005 99.997 750.780 1367.202 1365.396 0.032 0.001 0.541 -4.652 -2.718 -2.714 -2.664 -2.657 -0.148 0.107 -0.110 0.110 3.667 -0.065 -0.065 3.861 3.855 -0.160 0.085 0.251 -0.303
37.313 2226.863 222.044 6463.713 5.000 0.456 0.016 -0.001 0.139 -0.266 8.511 8.621 12.438 12.562 10.638 10.776 15.547 15.703 46.001 52.869 0.144 -0.113 0.128 -0.093 0.012 -0.036 -0.036 1.459 1.447 42.184 1.074 0.003 0.002 2.097 2.155 6.100 6.165 221.949 221.977 225.270 225.271 -0.002 0.001 -0.000 0.003 3980.570 4020.707 5798.787 5833.051 0.008 99.986 770.133 1368.918 1368.049 0.037 0.001 0.781 -4.538 -2.726 -2.715 -2.671 -2.659 -0.140 0.117 -0.110 0.110 3.669 -0.065 -0.065 3.863 3.860 -0.155 0.084 0.230 -0.336
37.378 2230.891 223.094 6461.666 5.000 0.455 0.020 -0.000 0.198 -0.224 8.619 8.746 12.581 12.724 10.774 10.932 15.726 15.905 45.832 52.642 0.153 -0.105 0.130 -0.092 0.014 -0.036 -0.036 1.454 1.443 42.223 1.073 0.003 0.002 2.118 2.183 6.147 6.222 223.001 223.025 226.325 226.325 0.003 0.003 -0.001 -0.001 3995.474 4040.151 5819.440 5858.206 0.009 99.999 774.552 1369.090 1370.580 0.042 0.001 0.956 -4.395 -2.729 -2.718 -2.677 -2.663 -0.145 0.112 -0.111 0.111 3.669 -0.065 -0.065 3.865 3.869 -0.171 0.064 0.233 -0.347
37.507 2238.942 225.163 6512.905 5.000 0.450 0.048 -0.000 0.665 -0.614 8.723 9.014 12.781 13.119 10.904 11.268 15.977 16.398 45.539 52.212 0.194 -0.064 0.152 -0.070 0.027 -0.035 -0.036 1.448 1.420 42.287 1.072 0.003 0.002 2.126 2.287 6.178 6.369 225.050 225.114 228.392 228.392 0.004 0.003 -0.001 -0.003 4000.807 4111.658 5828.989 5926.183 0.022 99.994 774.055 1366.631 1368.378 0.062 0.001 1.234 -4.116 -2.741 -2.716 -2.696 -2.664 -0.184 0.074 -0.111 0.111 3.668 -0.063 -0.066 3.858 3.863 -0.259 -0.035 0.179 -0.429
37.571 2242.960 226.179 6541.424 5.000 0.448 0.071 -0.000 0.909 -0.935 8.718 9.164 12.835 13.349 10.898 11.455 16.044 16.686 45.417 52.007 0.221 -0.038 0.174 -0.048 0.042 -0.035 -0.035 1.448 1.406 42.309 1.071 0.003 0.002 2.113 2.355 6.173 6.456 226.050 226.147 229.407 229.406 0.003 0.002 -0.000 -0.001 3992.011 4158.314 5823.463 5967.969 0.033 99.982 772.943 1364.628 1366.411 0.076 0.001 1.343 -3.982 -2.750 -2.711 -2.709 -2.660 -0.204 0.054 -0.111 0.111 3.667 -0.063 -0.066 3.853 3.857 -0.315 -0.100 0.118 -0.504
37.632 2246.795 227.134 6568.403 5.000 0.445 0.103 -0.001 1.434 -1.308 8.694 9.305 12.869 13.577 10.867 11.631 16.086 16.971 45.317 51.817 0.269 0.010 0.197 -0.025 0.057 -0.035 -0.035 1.450 1.390 42.324 1.071 0.003 0.002 2.089 2.428 6.153 6.556 226.986 227.121 230.360 230.359 0.013 0.008 -0.004 -0.010 3975.193 4208.198 5810.851 6015.805 0.046 99.997 771.930 1362.283 1365.191 0.090 0.001 1.430 -3.860 -2.758 -2.707 -2.724 -2.655 -0.248 0.011 -0.111 0.111 3.666 -0.062 -0.066 3.846 3.854 -0.419 -0.216 0.054 -0.583
37.754 2254.484 229.031 6622.261 5.000 0.439 0.252 -0.001 3.368 -3.328 8.340 9.868 12.605 14.375 10.425 12.335 15.756 17.968 45.129 51.430 0.462 0.201 0.329 0.106 0.145 -0.034 -0.034 1.485 1.335 42.348 1.070 0.003 0.002 1.879 2.733 5.930 6.936 228.776 229.120 232.261 232.259 0.017 0.009 -0.004 -0.013 3831.846 4417.767 5692.928 6205.073 0.116 99.990 769.270 1356.773 1361.428 0.118 0.001 1.587 -3.610 -2.801 -2.669 -2.784 -2.613 -0.408 -0.147 -0.111 0.111 3.663 -0.058 -0.069 3.831 3.843 -0.816 -0.702 -0.322 -1.021
37.814 2258.334 229.958 6648.546 5.000 0.433 0.362 -0.002 4.404 -4.715 8.018 10.299 12.305 14.928 10.022 12.874 15.382 18.661 45.029 51.247 0.588 0.326 0.438 0.214 0.223 -0.034 -0.033 1.511 1.298 42.365 1.069 0.003 0.002 1.710 2.953 5.745 7.187 229.627 230.118 233.189 233.185 0.014 0.007 -0.001 -0.009 3717.018 4569.478 5596.069 6334.368 0.170 99.603 764.899 1346.997 1355.928 0.133 0.001 1.667 -3.492 -2.838 -2.636 -2.828 -2.578 -0.493 -0.231 -0.111 0.112 3.662 -0.056 -0.069 3.804 3.827 -1.055 -1.043 -0.622 -1.384
37.871 2261.970 230.805 6673.715 5.000 0.433 0.513 -0.003 5.968 -6.652 7.565 10.841 11.871 15.630 9.456 13.551 14.839 19.538 44.960 51.045 0.769 0.505 0.584 0.359 0.327 -0.035 -0.033 1.567 1.268 42.364 1.068 0.003 0.002 1.458 3.228 5.485 7.525 230.364 231.059 234.079 234.072 0.013 0.004 0.003 -0.006 3545.809 4760.686 5462.348 6509.810 0.243 99.995 766.485 1346.383 1362.697 0.146 0.001 1.734 -3.369 -2.885 -2.592 -2.886 -2.529 -0.622 -0.359 -0.111 0.112 3.660 -0.054 -0.071 3.805 3.848 -1.366 -1.547 -1.008 -1.888
37.984 2269.232 232.337 6702.590 5.000 0.313 0.745 -0.003 5.641 -8.461 6.691 12.109 10.773 16.827 8.364 15.136 13.466 21.034 44.464 51.053 0.943 0.675 0.871 0.647 0.577 -0.031 -0.023 1.375 0.999 42.594 1.068 0.004 0.002 1.185 3.826 4.965 7.892 231.804 232.704 235.095 235.093 -0.027 -0.027 0.030 0.034 3358.138 5175.727 5191.987 6722.498 0.379 80.473 621.879 1101.449 1106.007 0.198 0.001 2.029 -3.330 -3.001 -2.489 -2.985 -2.434 -0.593 -0.328 -0.110 0.112 3.672 -0.045 -0.053 3.150 3.157 -1.613 -2.158 -1.737 -2.906
38.040 2272.867 232.804 6695.874 5.000 0.169 0.793 -0.002 4.333 -7.979 6.586 12.727 10.150 16.932 8.232 15.909 12.688 21.165 43.850 51.533 0.935 0.666 0.946 0.725 0.664 -0.022 -0.013 1.054 0.710 42.952 1.069 0.006 0.003 1.280 4.111 4.723 7.800 232.321 233.172 234.847 234.868 -0.040 -0.035 0.037 0.045 3419.852 5373.010 5069.163 6693.145 0.418 57.417 446.895 820.044 776.457 0.259 0.001 2.413 -3.575 -3.048 -2.456 -3.002 -2.400 -0.484 -0.219 -0.109 0.111 3.697 -0.032 -0.033 2.384 2.251 -1.613 -2.229 -1.934 -3.173
38.093 2276.282 233.350 6672.078 5.000 -0.092 0.733 0.007 1.853 -5.860 6.841 13.187 9.827 16.782 8.552 16.484 12.283 20.978 42.965 52.020 0.796 0.529 0.908 0.693 0.675 0.054 0.028 0.399 0.172 43.434 1.070 0.014 0.008 1.629 4.324 4.682 7.466 233.160 233.715 233.981 234.054 -0.066 -0.079 0.073 0.067 3660.070 5523.979 5040.761 6531.162 0.415 23.154 115.831 284.870 154.538 0.344 0.001 2.948 -3.798 -3.073 -2.451 -2.989 -2.397 -0.276 -0.014 -0.108 0.110 3.728 0.086 0.070 0.922 0.539 -1.422 -1.925 -1.878 -3.030
38.199 2283.129 229.904 6462.917 5.000 -1.743 0.411 0.018 -2.176 -1.513 9.301 13.685 7.449 12.116 11.627 17.106 9.312 15.145 37.747 58.806 0.426 0.175 0.652 0.470 0.526 -2.530 -1.991 -1.519 -1.535 46.797 1.084 50.316 28.303 3.148 4.692 3.542 5.010 224.012 225.413 226.339 226.459 -0.029 -0.038 0.038 0.030 5445.824 6514.060 4226.926 5033.353 0.263 0.006 -116.190 -63.546 -284.066 0.699 0.000 5.159 -7.099 -3.022 -2.585 -2.757 -2.389 0.063 0.309 -0.098 0.098 3.981 -5.444 -5.475 -2.823 -3.459 -0.543 -1.305 -1.196 -1.539
38.253 2286.555 225.757 7412.166 4.000 -2.590 0.220 0.004 -3.353 0.195 10.918 13.742 5.253 8.175 13.648 17.177 6.566 10.219 34.955 64.089 0.263 0.022 0.498 0.331 0.417 -4.180 -3.500 -3.284 -3.238 48.801 1.094 77.718 43.716 3.938 4.756 2.664 3.376 216.334 217.860 218.359 218.450 0.011 0.025 -0.000 0.010 6400.163 6975.542 3696.629 4105.155 0.157 0.004 -158.026 -173.033 -346.516 0.899 0.000 6.411 -9.993 -2.970 -2.684 -2.577 -2.362 0.163 0.399 -0.092 0.092 4.133 -8.600 -8.588 -4.599 -5.095 0.076 -0.967 -0.748 -0.748
38.305 2289.745 220.355 7051.959 4.000 -2.987 0.105 -0.033 -3.756 1.126 12.082 13.633 2.524 4.029 15.103 17.041 3.155 5.036 33.613 69.331 0.168 -0.061 0.389 0.228 0.333 -6.220 -5.317 -5.773 -5.702 50.191 1.104 91.805 51.640 4.214 4.562 1.872 2.147 206.711 208.599 207.694 207.747 0.072 0.115 -0.055 -0.018 6818.075 7071.554 3294.862 3467.843 0.078 0.003 -140.625 -163.583 -259.347 1.028 0.000 7.200 -13.253 -2.927 -2.757 -2.408 -2.302 0.199 0.426 -0.087 0.087 4.235 -10.207 -10.219 -5.386 -5.660 0.352 -0.670 -0.436 -0.317
38.412 2296.108 209.115 6514.009 4.000 -2.968 0.004 -0.044 -2.438 2.321 12.366 12.615 -0.289 -0.093 15.458 15.769 -0.361 -0.116 34.884 73.653 0.074 -0.144 0.125 -0.042 0.097 -8.238 -7.296 -8.330 -8.230 50.402 1.114 89.579 50.388 3.844 3.853 1.723 1.681 192.008 193.758 191.810 191.806 0.060 0.068 -0.003 0.004 6545.106 6562.131 3276.306 3264.236 0.007 0.004 -117.922 -211.039 -204.597 0.938 0.000 6.651 -16.558 -2.854 -2.809 -2.245 -2.236 0.092 0.312 -0.086 0.085 4.245 -10.082 -10.067 -5.679 -5.659 0.375 -0.275 -0.103 0.029
38.467 2299.285 203.348 6349.982 4.000 -2.920 -0.015 -0.028 -0.713 2.221 11.984 11.962 -0.864 -0.901 14.980 14.953 -1.081 -1.126 35.960 74.367 0.091 -0.124 0.004 -0.166 -0.026 -9.154 -8.306 -8.154 -8.061 50.095 1.117 87.507 49.223 3.603 3.556 1.791 1.725 184.846 186.362 186.876 186.860 0.039 0.014 0.037 0.015 6357.136 6328.732 3327.103 3286.780 -0.005 0.004 -112.144 -232.098 -207.206 0.814 0.000 5.877 -17.219 -2.818 -2.815 -2.214 -2.222 -0.050 0.168 -0.086 0.086 4.223 -9.808 -9.792 -5.761 -5.689 0.273 -0.238 0.009 0.145
38.520 2302.245 197.990 6401.690 4.000 -2.842 0.004 -0.022 2.441 0.702 11.611 11.535 -1.367 -1.364 14.514 14.419 -1.709 -1.705 36.676 75.097 0.232 0.018 -0.033 -0.202 -0.100 -8.703 -9.501 -6.879 -6.846 49.940 1.119 85.146 47.894 3.469 3.466 1.528 1.575 180.799 179.155 184.411 184.410 0.033 0.022 0.025 0.014 6229.511 6221.239 3232.699 3233.423 0.000 0.004 -118.510 -226.180 -223.165 0.718 0.000 5.279 -17.682 -2.788 -2.823 -2.202 -2.202 -0.310 -0.094 -0.086 0.086 4.211 -9.648 -9.603 -5.519 -5.511 0.039 -0.398 0.042 0.202
38.631 2308.184 187.052 7103.766 3.000 -2.728 0.036 -0.027 3.705 -1.568 10.805 10.970 -2.855 -2.581 13.506 13.712 -3.569 -3.226 38.136 76.982 0.286 0.076 0.054 -0.115 -0.073 -9.276 -8.525 -8.441 -8.503 49.710 1.124 79.922 44.956 3.094 3.234 1.015 1.211 169.636 171.188 171.198 171.226 0.026 0.030 0.020 0.025 5893.586 5968.233 3040.632 3120.508 0.018 0.004 -142.857 -286.120 -331.747 0.553 0.000 4.253 -18.977 -2.773 -2.799 -2.171 -2.144 -0.413 -0.201 -0.086 0.086 4.188 -9.159 -9.300 -5.298 -5.431 -0.085 -0.476 -0.049 0.099
38.689 2311.161 181.535 6901.112 3.000 -2.645 0.069 -0.029 3.146 -2.619 10.355 10.743 -3.571 -3.072 12.943 13.429 -4.464 -3.841 39.036 77.706 0.289 0.081 0.173 0.002 0.015 -7.499 -6.048 -8.337 -8.441 49.494 1.126 74.649 41.990 2.872 3.110 0.860 1.161 167.804 170.689 166.286 166.339 0.031 0.039 0.010 0.016 5646.029 5798.328 2998.744 3140.302 0.032 0.004 -134.244 -296.541 -379.187 0.472 0.000 3.747 -19.557 -2.779 -2.774 -2.162 -2.114 -0.365 -0.155 -0.087 0.086 4.170 -8.825 -8.833 -5.225 -5.466 -0.137 -0.575 -0.150 -0.001
38.745 2313.932 176.405 6649.121 3.000 -2.605 0.065 -0.023 0.997 -2.628 9.889 10.399 -4.143 -3.580 12.361 12.999 -5.179 -4.475 39.618 78.537 0.221 0.015 0.290 0.119 0.129 -8.120 -6.497 -9.124 -9.231 49.427 1.128 77.955 43.849 2.667 2.916 0.696 0.955 161.965 165.079 160.195 160.249 0.022 0.020 0.027 0.025 5583.734 5744.267 2902.832 3040.191 0.035 0.004 -123.437 -227.098 -307.599 0.375 0.000 3.142 -20.075 -2.785 -2.745 -2.146 -2.095 -0.186 0.022 -0.087 0.086 4.161 -8.763 -8.863 -5.066 -5.299 -0.032 -0.411 -0.225 -0.087
38.861 2319.470 165.926 6343.624 3.000 -2.457 0.130 -0.026 0.058 -2.702 9.049 9.914 -5.406 -4.505 11.311 12.392 -6.758 -5.631 41.081 79.976 0.324 0.121 0.489 0.317 0.321 -8.816 -5.310 -8.101 -8.184 49.145 1.131 71.328 40.122 2.275 2.729 0.308 0.808 151.179 157.254 152.364 152.480 0.032 0.036 0.011 0.013 5204.463 5515.211 2763.680 3034.540 0.060 0.004 -112.491 -206.940 -368.517 0.217 0.000 2.150 -21.126 -2.794 -2.700 -2.130 -2.040 -0.106 0.099 -0.087 0.087 4.134 -8.208 -8.196 -4.811 -5.280 -0.204 -0.613 -0.398 -0.265
