xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s] dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm] Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm] Ride_AxleFront[mm] Ride_AxleRear[mm] SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg] slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct] AeroBalance[pct] Cx[none] pbrake_f[bar] pbrake_r[bar] Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN] vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h] acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g] Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN] roll[deg] aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm] damper_force_FC[kN] damper_force_RC[kN] dam_3rd_front[mm] dam_3rd_rear[mm] CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg] ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg] CLA[m2] Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN] Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN] 
12.922 980.568 144.690 7158.081 2.000 -0.914 -1.916 -0.043 -20.132 28.128 14.449 -0.937 3.513 -13.374 18.061 -1.171 4.392 -16.717 47.526 78.397 -3.986 -4.292 -4.530 -4.806 -3.689 -1.136 -8.673 -2.944 -2.001 46.317 1.132 18.690 10.513 4.997 -1.871 4.325 -3.040 144.262 130.582 141.825 140.393 0.052 0.051 0.033 0.033 6373.039 1621.041 5636.353 1502.061 -1.046 0.017 -145.183 -1055.630 111.282 0.013 0.000 -1.924 -21.185 -2.008 -3.367 -1.317 -2.859 1.534 1.787 -0.091 0.095 3.962 -2.098 -2.103 -4.085 -0.724 9.538 1.473 8.517 2.338
12.983 983.031 142.405 7062.675 2.000 -0.833 -1.947 -0.043 -24.813 28.897 14.262 -1.306 3.583 -13.622 17.827 -1.632 4.479 -17.027 48.060 78.434 -4.472 -4.793 -4.723 -5.008 -3.845 -1.037 -8.333 -2.774 -1.685 46.119 1.133 15.788 8.881 4.963 -1.977 4.384 -3.095 142.107 128.861 139.889 138.559 0.048 0.046 0.038 0.036 6316.147 1503.286 5701.342 1492.339 -1.065 0.020 -140.914 -1026.248 99.840 0.011 0.000 -2.339 -21.274 -2.024 -3.342 -1.300 -2.870 1.920 2.183 -0.091 0.095 3.950 -1.771 -1.835 -3.840 -0.596 9.615 1.502 8.719 2.387
13.110 987.974 138.435 6890.037 2.000 -0.720 -1.971 -0.040 -27.332 29.579 13.834 -2.041 3.815 -13.805 17.292 -2.552 4.769 -17.256 49.036 78.325 -4.833 -5.167 -4.993 -5.290 -4.067 -0.901 -6.570 -2.529 -1.246 45.720 1.133 13.051 7.341 4.875 -2.157 4.434 -3.131 138.358 127.551 136.406 135.222 0.057 0.046 0.040 0.028 6227.488 1345.435 5759.173 1488.469 -1.088 0.025 -133.572 -959.367 93.650 0.009 0.000 -3.208 -21.255 -2.012 -3.328 -1.285 -2.887 2.128 2.397 -0.092 0.096 3.925 -1.444 -1.429 -3.471 -0.429 9.524 1.586 8.915 2.459
13.174 990.453 136.399 6771.776 2.000 -0.783 -1.937 -0.037 -27.130 29.731 13.544 -2.282 3.642 -13.908 16.929 -2.853 4.552 -17.385 49.250 78.643 -4.905 -5.241 -5.127 -5.428 -4.182 -1.164 -8.042 -2.747 -1.526 45.707 1.133 16.587 9.330 4.790 -2.153 4.274 -3.179 135.987 123.661 134.129 132.827 0.062 0.043 0.042 0.022 6224.756 1414.969 5649.673 1451.567 -1.079 0.019 -128.598 -931.235 128.778 0.008 0.000 -3.605 -21.387 -2.010 -3.315 -1.288 -2.875 2.114 2.381 -0.092 0.096 3.922 -1.826 -1.630 -3.571 -0.499 9.496 1.520 8.712 2.395
13.236 992.768 134.492 6697.789 2.000 -0.672 -1.950 -0.043 -25.775 30.182 13.331 -2.385 3.394 -14.015 16.663 -2.981 4.243 -17.519 49.700 78.787 -4.886 -5.223 -5.289 -5.598 -4.316 -0.824 -6.559 -2.523 -1.144 45.566 1.134 11.443 6.437 4.749 -2.178 4.245 -3.179 134.605 123.872 132.600 131.433 0.031 0.040 0.040 0.050 6120.692 1297.322 5685.021 1474.811 -1.074 0.028 -125.322 -919.696 90.032 0.008 0.000 -3.841 -21.556 -1.997 -3.318 -1.285 -2.867 2.003 2.267 -0.092 0.096 3.913 -1.289 -1.369 -3.285 -0.376 9.385 1.541 8.831 2.482
13.357 997.272 131.181 6549.141 2.000 -0.597 -1.957 -0.039 -24.794 29.931 12.901 -2.847 3.386 -14.032 16.127 -3.559 4.232 -17.540 50.446 78.727 -4.919 -5.257 -5.440 -5.756 -4.452 -0.723 -5.217 -2.326 -0.859 45.268 1.134 10.121 5.693 4.651 -2.323 4.301 -3.167 131.457 122.539 129.622 128.541 0.050 0.042 0.040 0.031 6041.695 1186.719 5728.123 1484.213 -1.077 0.032 -119.013 -864.192 88.757 0.007 0.000 -4.508 -21.569 -1.974 -3.317 -1.281 -2.869 1.924 2.186 -0.093 0.096 3.894 -1.113 -1.097 -3.034 -0.280 9.282 1.546 8.936 2.533
13.417 999.432 129.577 6459.973 2.000 -0.639 -1.938 -0.036 -24.632 29.694 12.689 -3.022 3.285 -14.084 15.862 -3.778 4.106 -17.605 50.595 78.922 -4.928 -5.267 -5.473 -5.790 -4.481 -0.888 -6.097 -2.439 -1.030 45.254 1.134 12.351 6.948 4.611 -2.313 4.197 -3.216 129.641 119.913 127.896 126.745 0.050 0.037 0.041 0.028 6049.066 1234.233 5657.991 1454.232 -1.072 0.026 -115.672 -847.685 111.382 0.006 0.000 -4.797 -21.642 -1.971 -3.308 -1.283 -2.862 1.912 2.172 -0.092 0.096 3.892 -1.361 -1.248 -3.103 -0.327 9.282 1.519 8.814 2.476
13.472 1001.413 128.107 6401.596 2.000 -0.562 -1.941 -0.041 -25.038 29.793 12.535 -3.069 3.087 -14.177 15.668 -3.836 3.859 -17.721 50.899 79.065 -4.965 -5.305 -5.512 -5.832 -4.505 -0.650 -5.049 -2.257 -0.754 45.169 1.135 8.788 4.943 4.566 -2.319 4.155 -3.226 128.492 119.846 126.703 125.634 0.032 0.040 0.038 0.046 5966.078 1161.450 5671.444 1467.486 -1.068 0.036 -113.468 -838.338 83.844 0.006 0.000 -4.948 -21.780 -1.975 -3.300 -1.281 -2.855 1.946 2.207 -0.093 0.097 3.886 -0.984 -1.046 -2.900 -0.241 9.185 1.536 8.875 2.519
13.580 1005.210 125.597 6290.525 2.000 -0.506 -1.945 -0.038 -26.648 29.029 12.201 -3.361 3.057 -14.198 15.251 -4.202 3.821 -17.747 51.443 79.032 -5.024 -5.365 -5.421 -5.740 -4.420 -0.563 -4.005 -2.046 -0.520 44.956 1.135 7.665 4.311 4.481 -2.420 4.202 -3.218 126.057 118.779 124.479 123.472 0.047 0.040 0.040 0.032 5897.486 1083.116 5709.051 1476.366 -1.069 0.042 -109.781 -800.852 79.926 0.006 0.000 -5.416 -21.805 -1.978 -3.282 -1.278 -2.856 2.080 2.344 -0.093 0.097 3.873 -0.835 -0.825 -2.716 -0.170 9.096 1.534 8.976 2.538
13.633 1007.056 124.368 6223.855 2.000 -0.544 -1.932 -0.035 -27.785 28.539 12.037 -3.481 2.989 -14.244 15.046 -4.352 3.736 -17.805 51.541 79.177 -5.034 -5.375 -5.320 -5.635 -4.325 -0.700 -4.641 -2.095 -0.641 44.951 1.135 9.495 5.341 4.455 -2.411 4.133 -3.266 124.630 116.836 123.189 122.127 0.048 0.035 0.041 0.029 5908.621 1122.521 5661.794 1449.969 -1.067 0.034 -107.778 -791.743 98.170 0.006 0.000 -5.628 -21.860 -1.986 -3.269 -1.279 -2.852 2.175 2.440 -0.093 0.097 3.872 -1.036 -0.948 -2.785 -0.208 9.107 1.532 8.907 2.478
13.684 1008.830 123.133 6174.520 2.000 -0.483 -1.932 -0.040 -29.819 28.479 11.921 -3.475 2.790 -14.363 14.902 -4.344 3.488 -17.953 51.743 79.358 -5.099 -5.442 -5.237 -5.551 -4.232 -0.499 -3.852 -1.929 -0.416 44.914 1.135 6.533 3.675 4.419 -2.396 4.078 -3.292 123.629 116.598 122.182 121.176 0.033 0.040 0.036 0.044 5839.999 1075.645 5663.697 1455.171 -1.063 0.049 -105.957 -785.536 75.851 0.006 0.000 -5.710 -22.012 -2.005 -3.250 -1.276 -2.845 2.343 2.612 -0.093 0.097 3.868 -0.726 -0.788 -2.621 -0.137 9.022 1.546 8.946 2.490
13.788 1012.354 121.112 6092.779 2.000 -0.435 -1.931 -0.037 -34.189 27.146 11.620 -3.697 2.813 -14.360 14.525 -4.621 3.517 -17.950 52.211 79.268 -5.132 -5.474 -4.831 -5.134 -3.855 -0.417 -2.793 -1.670 -0.191 44.717 1.135 5.622 3.163 4.328 -2.479 4.143 -3.271 121.619 115.952 120.451 119.501 0.050 0.039 0.039 0.029 5771.615 1014.742 5705.989 1471.057 -1.066 0.057 -102.929 -751.070 73.677 0.005 0.000 -6.100 -22.000 -2.033 -3.215 -1.273 -2.848 2.705 2.982 -0.093 0.097 3.856 -0.596 -0.571 -2.454 -0.068 8.937 1.547 9.035 2.479
13.840 1014.106 120.048 6059.676 2.000 -0.523 -1.907 -0.033 -36.738 26.532 11.451 -3.766 2.722 -14.411 14.314 -4.707 3.402 -18.013 52.195 79.482 -5.117 -5.458 -4.572 -4.866 -3.607 -0.691 -4.042 -1.789 -0.454 44.772 1.136 9.261 5.209 4.293 -2.442 4.045 -3.329 120.183 113.460 119.229 118.160 0.056 0.033 0.043 0.020 5804.079 1104.858 5622.262 1433.503 -1.061 0.035 -103.195 -759.692 103.619 0.005 0.000 -6.278 -22.068 -2.057 -3.190 -1.276 -2.841 2.917 3.198 -0.093 0.097 3.858 -0.991 -0.838 -2.669 -0.162 8.976 1.572 8.842 2.369
13.891 1015.826 119.284 6070.365 2.000 -0.437 -1.900 -0.037 -40.342 25.632 11.252 -3.841 2.754 -14.346 14.065 -4.801 3.442 -17.933 52.541 79.353 -5.126 -5.467 -4.217 -4.501 -3.276 -0.408 -2.821 -1.507 -0.127 44.612 1.136 5.315 2.990 4.243 -2.414 4.050 -3.295 119.697 114.184 118.772 117.831 0.042 0.033 0.040 0.033 5713.095 1048.678 5647.615 1470.914 -1.059 0.060 -104.579 -751.054 67.737 0.005 0.000 -6.483 -22.021 -2.088 -3.160 -1.279 -2.841 3.215 3.503 -0.094 0.097 3.849 -0.578 -0.596 -2.418 -0.049 8.868 1.595 8.815 2.385
13.997 1019.299 116.784 7449.531 1.000 -0.697 -1.808 -0.035 -47.148 27.742 11.186 -3.257 1.869 -14.805 13.983 -4.071 2.336 -18.506 51.819 80.614 -5.049 -5.391 -3.833 -4.113 -2.775 -0.686 -3.622 -2.697 -1.580 45.169 1.138 9.133 5.137 4.247 -2.083 3.584 -3.510 116.972 110.717 115.007 113.554 0.032 0.029 0.043 0.039 5769.279 1329.910 5326.478 1376.291 -1.023 0.035 -162.067 -1233.443 -63.479 0.005 0.000 -6.096 -22.664 -2.183 -3.093 -1.286 -2.790 3.780 4.074 -0.092 0.096 3.874 -0.988 -0.939 -3.990 -0.588 8.952 1.921 7.764 2.060
14.052 1021.062 115.248 7395.503 1.000 -0.726 -1.789 -0.037 -49.729 30.346 11.278 -2.877 1.278 -15.178 14.097 -3.596 1.597 -18.973 51.458 81.354 -5.007 -5.351 -3.863 -4.153 -2.681 -0.692 -3.677 -2.906 -1.886 45.472 1.139 9.038 5.084 4.255 -1.976 3.378 -3.624 115.575 109.049 113.396 111.566 0.006 0.037 0.031 0.059 5768.931 1395.790 5225.501 1333.392 -1.009 0.035 -156.937 -1262.330 -71.007 0.005 0.000 -5.744 -23.127 -2.223 -3.072 -1.280 -2.765 3.993 4.290 -0.092 0.096 3.887 -1.001 -1.003 -4.129 -0.667 8.958 2.002 7.557 1.976
14.108 1022.842 113.249 7258.224 1.000 -0.643 -1.820 -0.044 -50.110 35.643 11.642 -2.485 0.532 -15.880 14.553 -3.106 0.665 -19.850 51.211 82.206 -5.058 -5.410 -4.446 -4.777 -3.027 -0.413 -2.412 -3.075 -2.061 45.759 1.140 5.450 3.066 4.271 -2.075 3.354 -3.748 114.177 108.266 111.520 109.146 0.029 0.074 0.004 0.046 5725.570 1274.652 5283.112 1295.720 -1.015 0.059 -149.521 -1274.202 -97.500 0.006 0.000 -5.178 -23.825 -2.229 -3.086 -1.249 -2.748 4.023 4.319 -0.091 0.096 3.898 -0.592 -0.640 -4.006 -0.642 8.907 1.961 7.912 2.015
14.223 1026.445 112.066 7170.909 1.000 0.238 -1.837 -0.043 -50.521 34.549 10.408 -4.205 2.565 -14.257 13.010 -5.256 3.207 -17.821 54.582 78.671 -5.333 -5.692 -4.596 -4.950 -3.222 -0.029 -0.508 1.485 4.851 43.690 1.135 0.008 0.005 3.438 -3.010 4.526 -2.519 113.349 109.219 115.508 115.660 0.106 0.106 -0.026 -0.025 5090.651 584.166 5948.018 1827.090 -1.043 39.689 247.305 910.840 707.590 0.004 0.000 -7.386 -22.066 -2.180 -3.061 -1.289 -2.827 4.060 4.367 -0.096 0.099 3.797 -0.036 -0.062 2.377 1.723 8.035 0.989 9.178 2.698
14.281 1028.266 112.725 6081.098 2.000 0.613 -1.679 -0.032 -50.387 34.263 8.706 -5.363 4.392 -11.937 10.883 -6.704 5.490 -14.922 56.979 75.480 -5.487 -5.849 -4.697 -5.064 -3.352 -0.071 -0.449 4.276 8.149 42.063 1.129 0.005 0.003 2.758 -3.191 5.062 -1.441 113.925 109.926 119.357 120.023 0.140 0.083 -0.013 -0.067 4630.226 467.335 6082.610 2309.896 -0.993 64.934 514.945 2011.550 1060.045 0.003 0.000 -9.523 -20.067 -2.189 -2.978 -1.398 -2.852 4.056 4.365 -0.100 0.102 3.718 -0.076 -0.043 5.520 2.811 7.396 0.799 8.196 2.721
14.340 1030.123 113.613 6063.033 2.000 0.484 -1.785 -0.017 -47.603 33.433 7.700 -6.159 5.673 -10.392 9.625 -7.699 7.091 -12.990 57.776 73.786 -5.455 -5.824 -4.792 -5.148 -3.492 -0.059 -0.572 3.067 6.654 41.377 1.126 0.007 0.004 2.990 -3.119 5.117 -1.591 114.789 110.728 118.846 119.358 -0.039 -0.061 0.104 0.082 4799.363 509.923 6136.907 2232.254 -0.992 48.672 377.021 1533.821 850.927 0.003 0.000 -10.869 -18.709 -2.140 -2.975 -1.443 -2.900 3.831 4.135 -0.102 0.103 3.685 -0.067 -0.060 4.406 2.452 7.630 0.867 8.869 2.937
14.461 1033.958 114.996 6105.085 2.000 0.441 -1.792 -0.032 -45.075 32.396 7.377 -6.692 6.040 -10.205 9.221 -8.365 7.550 -12.756 58.076 73.740 -5.370 -5.739 -4.781 -5.125 -3.538 -0.054 -0.501 2.882 6.311 41.253 1.126 0.007 0.004 3.174 -3.070 4.924 -1.996 116.141 112.252 120.003 120.502 0.063 0.064 0.003 0.004 4931.263 539.277 6047.673 2068.722 -1.005 48.004 373.153 1476.284 806.961 0.003 0.000 -11.509 -18.445 -2.094 -2.994 -1.442 -2.920 3.623 3.924 -0.102 0.103 3.677 -0.063 -0.057 4.146 2.221 7.811 0.915 8.852 2.802
14.522 1035.937 115.787 6197.661 2.000 0.529 -1.737 -0.039 -44.724 33.032 7.205 -6.738 5.950 -10.164 9.006 -8.422 7.438 -12.704 58.381 73.694 -5.396 -5.764 -4.872 -5.223 -3.614 -0.067 -0.504 3.724 7.303 41.127 1.126 0.006 0.003 2.971 -3.073 4.908 -1.742 116.945 112.998 121.840 122.438 0.058 0.065 0.007 0.011 4790.016 536.501 6012.675 2181.783 -0.988 55.669 441.054 1751.215 919.944 0.003 0.000 -11.671 -18.467 -2.103 -2.978 -1.456 -2.904 3.595 3.894 -0.102 0.103 3.670 -0.076 -0.056 4.884 2.489 7.616 0.912 8.457 2.780
14.585 1037.976 116.488 6171.941 2.000 0.425 -1.809 -0.031 -42.362 32.323 7.263 -6.799 6.010 -10.155 9.079 -8.499 7.512 -12.694 58.218 73.660 -5.304 -5.671 -4.892 -5.237 -3.671 -0.051 -0.496 2.761 6.112 41.181 1.126 0.007 0.004 3.172 -3.079 4.979 -1.890 117.647 113.763 121.392 121.863 0.013 0.013 0.046 0.046 4929.801 533.111 6078.542 2105.272 -1.001 44.766 343.759 1389.002 766.527 0.003 0.000 -11.674 -18.435 -2.068 -3.007 -1.445 -2.917 3.399 3.694 -0.102 0.103 3.673 -0.061 -0.056 3.973 2.191 7.808 0.903 8.957 2.907
14.714 1042.157 117.861 6240.837 2.000 0.428 -1.816 -0.031 -40.118 31.383 7.503 -6.764 6.098 -10.228 9.379 -8.455 7.622 -12.784 57.990 73.649 -5.198 -5.560 -4.850 -5.189 -3.682 -0.050 -0.467 2.763 5.994 41.265 1.126 0.007 0.004 3.252 -3.076 5.019 -1.916 118.994 115.232 122.756 123.231 0.045 0.046 0.018 0.020 4983.401 534.815 6097.159 2094.105 -1.010 46.232 357.086 1420.645 779.217 0.003 0.000 -11.468 -18.429 -2.044 -3.034 -1.438 -2.924 3.211 3.504 -0.102 0.103 3.679 -0.060 -0.053 4.011 2.169 7.880 0.903 8.969 2.902
14.778 1044.294 118.598 6289.553 2.000 0.452 -1.807 -0.033 -40.155 31.134 7.503 -6.738 6.176 -10.124 9.379 -8.422 7.719 -12.654 58.029 73.488 -5.216 -5.577 -4.822 -5.160 -3.672 -0.053 -0.473 2.932 6.150 41.214 1.125 0.007 0.004 3.195 -3.078 5.044 -1.811 119.710 115.966 123.704 124.208 0.031 0.031 0.033 0.033 4942.892 533.512 6101.971 2138.844 -1.006 47.742 370.443 1488.407 804.099 0.003 0.000 -11.448 -18.342 -2.048 -3.030 -1.445 -2.923 3.214 3.507 -0.102 0.103 3.676 -0.063 -0.054 4.217 2.253 7.825 0.901 8.898 2.922
14.845 1046.486 119.315 6318.560 2.000 0.447 -1.815 -0.032 -39.163 30.534 7.531 -6.727 6.260 -10.038 9.413 -8.408 7.825 -12.547 57.983 73.362 -5.117 -5.474 -4.734 -5.065 -3.614 -0.052 -0.482 2.825 5.957 41.203 1.125 0.007 0.004 3.229 -3.082 5.086 -1.805 120.412 116.717 124.283 124.775 0.030 0.031 0.031 0.032 4966.313 530.959 6122.883 2140.835 -1.008 47.402 366.935 1470.788 799.849 0.003 0.000 -11.420 -18.260 -2.038 -3.039 -1.447 -2.927 3.132 3.423 -0.102 0.103 3.676 -0.064 -0.055 4.167 2.242 7.855 0.893 8.949 2.936
14.976 1050.880 120.978 6415.462 2.000 0.477 -1.809 -0.031 -37.873 30.309 7.457 -6.754 6.572 -9.655 9.321 -8.443 8.215 -12.069 58.071 72.852 -4.995 -5.348 -4.659 -4.987 -3.564 -0.055 -0.505 2.989 6.085 41.054 1.124 0.006 0.004 3.208 -3.085 5.182 -1.680 122.076 118.372 126.182 126.702 0.028 0.027 0.034 0.034 4950.963 528.633 6156.455 2195.755 -1.003 49.684 386.303 1558.116 835.670 0.003 0.000 -11.496 -17.927 -2.029 -3.042 -1.462 -2.935 3.024 3.314 -0.103 0.103 3.669 -0.068 -0.059 4.419 2.346 7.827 0.884 8.898 2.958
15.041 1053.072 121.791 6441.614 2.000 0.451 -1.826 -0.030 -38.203 30.033 7.503 -6.749 6.693 -9.576 9.378 -8.436 8.366 -11.970 57.994 72.733 -5.015 -5.369 -4.610 -4.934 -3.533 -0.051 -0.491 2.754 5.772 41.057 1.124 0.007 0.004 3.259 -3.075 5.207 -1.717 122.871 119.204 126.714 127.202 0.018 0.015 0.045 0.043 4986.478 535.218 6173.688 2177.886 -1.007 47.058 361.990 1468.446 797.785 0.003 0.000 -11.457 -17.832 -2.029 -3.045 -1.461 -2.942 3.051 3.342 -0.103 0.103 3.670 -0.063 -0.058 4.195 2.275 7.878 0.896 9.009 2.981
15.106 1055.285 122.589 6493.674 2.000 0.477 -1.814 -0.032 -36.557 29.879 7.577 -6.718 6.745 -9.549 9.471 -8.397 8.431 -11.937 57.939 72.668 -4.849 -5.197 -4.548 -4.870 -3.484 -0.054 -0.496 2.919 5.927 41.063 1.124 0.006 0.004 3.257 -3.078 5.219 -1.669 123.683 120.028 127.730 128.243 0.039 0.040 0.024 0.025 4982.821 533.166 6171.859 2200.768 -1.006 50.239 390.081 1563.943 842.841 0.003 0.000 -11.379 -17.794 -2.016 -3.057 -1.464 -2.942 2.914 3.202 -0.103 0.103 3.670 -0.069 -0.059 4.421 2.351 7.857 0.885 8.916 2.962
15.232 1059.625 124.319 6594.413 2.000 0.508 -1.806 -0.031 -33.781 29.844 7.526 -6.722 7.007 -9.172 9.407 -8.403 8.759 -11.465 58.009 72.180 -4.628 -4.970 -4.517 -4.837 -3.470 -0.055 -0.512 3.078 6.061 40.927 1.123 0.006 0.003 3.225 -3.080 5.306 -1.509 125.445 121.768 129.709 130.242 0.025 0.025 0.036 0.036 4957.945 531.457 6202.199 2268.717 -0.999 52.252 405.835 1637.600 876.781 0.003 0.000 -11.420 -17.487 -1.997 -3.069 -1.481 -2.946 2.684 2.967 -0.103 0.104 3.664 -0.072 -0.063 4.643 2.461 7.786 0.872 8.867 3.006
15.294 1061.766 125.168 6628.434 2.000 0.491 -1.820 -0.030 -33.289 29.649 7.558 -6.722 7.144 -9.049 9.448 -8.403 8.930 -11.311 57.950 72.011 -4.605 -4.946 -4.499 -4.817 -3.468 -0.052 -0.502 2.933 5.860 40.911 1.122 0.006 0.004 3.272 -3.074 5.347 -1.525 126.290 122.639 130.391 130.904 0.021 0.019 0.041 0.040 4989.977 534.841 6224.344 2260.143 -1.001 50.712 391.400 1584.281 853.055 0.003 0.000 -11.396 -17.363 -1.990 -3.076 -1.482 -2.953 2.643 2.925 -0.103 0.104 3.664 -0.069 -0.062 4.509 2.413 7.827 0.876 8.954 3.029
15.356 1063.933 125.993 6681.648 2.000 0.517 -1.804 -0.032 -30.838 29.409 7.636 -6.688 7.201 -8.994 9.545 -8.360 9.001 -11.243 57.893 71.923 -4.394 -4.729 -4.454 -4.770 -3.439 -0.055 -0.505 3.093 6.000 40.914 1.122 0.006 0.003 3.265 -3.072 5.351 -1.460 127.134 123.505 131.432 131.964 0.040 0.041 0.023 0.023 4981.643 536.003 6218.083 2289.465 -0.999 53.735 416.324 1669.765 894.822 0.003 0.000 -11.312 -17.309 -1.972 -3.093 -1.487 -2.952 2.439 2.717 -0.104 0.104 3.664 -0.075 -0.065 4.714 2.489 7.760 0.867 8.857 3.023
15.479 1068.267 127.891 6801.159 2.000 0.561 -1.786 -0.030 -26.853 29.306 7.505 -6.690 7.513 -8.444 9.381 -8.363 9.391 -10.555 58.034 71.273 -4.150 -4.478 -4.491 -4.808 -3.498 -0.057 -0.525 3.397 6.284 40.715 1.121 0.006 0.003 3.202 -3.066 5.447 -1.234 129.067 125.419 133.777 134.340 0.020 0.020 0.039 0.039 4932.319 539.159 6247.327 2385.720 -0.983 56.925 439.101 1776.570 942.545 0.003 0.000 -11.412 -16.895 -1.947 -3.107 -1.513 -2.954 2.109 2.380 -0.104 0.104 3.654 -0.079 -0.070 5.036 2.643 7.597 0.857 8.758 3.085
15.539 1070.438 128.829 6832.999 2.000 0.534 -1.808 -0.029 -25.781 28.899 7.540 -6.691 7.668 -8.285 9.425 -8.364 9.585 -10.356 57.956 71.076 -4.114 -4.441 -4.491 -4.805 -3.521 -0.052 -0.514 3.161 5.967 40.701 1.120 0.006 0.003 3.270 -3.059 5.492 -1.270 129.997 126.396 134.419 134.956 0.011 0.009 0.048 0.047 4979.263 542.944 6274.930 2366.890 -0.987 53.958 412.921 1684.897 897.175 0.003 0.000 -11.387 -16.745 -1.935 -3.119 -1.515 -2.963 2.020 2.290 -0.104 0.104 3.654 -0.074 -0.070 4.810 2.553 7.649 0.861 8.904 3.126
15.600 1072.633 129.790 6897.824 2.000 0.558 -1.798 -0.030 -25.553 28.781 7.600 -6.669 7.798 -8.197 9.499 -8.336 9.747 -10.246 57.910 70.924 -4.130 -4.457 -4.498 -4.811 -3.540 -0.055 -0.507 3.376 6.178 40.685 1.120 0.006 0.003 3.270 -3.057 5.525 -1.237 130.946 127.364 135.685 136.250 0.035 0.035 0.027 0.027 4978.712 544.564 6281.448 2383.979 -0.988 57.581 440.354 1781.316 937.606 0.003 0.000 -11.325 -16.641 -1.934 -3.122 -1.518 -2.967 2.000 2.270 -0.104 0.104 3.653 -0.078 -0.069 5.038 2.616 7.655 0.865 8.808 3.105
15.722 1077.041 131.674 6992.383 2.000 0.552 -1.814 -0.031 -25.712 28.554 7.735 -6.630 8.041 -8.069 9.669 -8.288 10.051 -10.086 57.776 70.661 -4.205 -4.533 -4.507 -4.817 -3.573 -0.055 -0.504 3.326 6.065 40.679 1.119 0.006 0.003 3.319 -3.057 5.602 -1.214 132.807 129.241 137.555 138.116 0.030 0.029 0.033 0.033 5012.979 544.624 6316.902 2392.090 -0.995 57.343 434.555 1767.003 925.783 0.003 0.000 -11.195 -16.465 -1.932 -3.129 -1.519 -2.978 2.013 2.284 -0.105 0.104 3.653 -0.078 -0.068 5.011 2.598 7.736 0.870 8.873 3.138
15.782 1079.252 132.595 7037.981 2.000 0.548 -1.822 -0.031 -25.431 28.439 7.825 -6.609 8.154 -8.027 9.781 -8.261 10.192 -10.034 57.682 70.552 -4.209 -4.537 -4.508 -4.818 -3.586 -0.055 -0.504 3.294 6.001 40.691 1.119 0.006 0.003 3.357 -3.057 5.640 -1.213 133.722 130.163 138.458 139.015 0.034 0.035 0.028 0.029 5038.926 544.910 6335.125 2391.688 -0.999 57.527 434.262 1762.689 923.106 0.003 0.000 -11.111 -16.391 -1.927 -3.136 -1.519 -2.984 1.989 2.260 -0.105 0.104 3.654 -0.078 -0.068 4.991 2.582 7.775 0.871 8.908 3.150
15.842 1081.476 133.503 7083.911 2.000 0.546 -1.829 -0.032 -25.469 28.328 7.919 -6.576 8.259 -7.989 9.899 -8.221 10.324 -9.986 57.589 70.448 -4.235 -4.563 -4.506 -4.814 -3.594 -0.054 -0.499 3.276 5.954 40.704 1.119 0.006 0.003 3.381 -3.053 5.674 -1.201 134.620 131.074 139.366 139.921 0.033 0.033 0.030 0.030 5055.521 547.364 6350.470 2396.389 -1.003 57.619 433.054 1760.158 920.270 0.003 0.000 -11.017 -16.324 -1.926 -3.140 -1.518 -2.989 1.992 2.263 -0.105 0.104 3.655 -0.077 -0.067 4.987 2.577 7.808 0.876 8.932 3.163
15.961 1085.937 135.304 7175.837 2.000 0.543 -1.841 -0.032 -25.137 28.166 8.083 -6.520 8.484 -7.877 10.104 -8.150 10.606 -9.846 57.427 70.202 -4.256 -4.585 -4.511 -4.818 -3.619 -0.054 -0.497 3.251 5.878 40.713 1.119 0.006 0.003 3.430 -3.050 5.749 -1.167 136.409 132.874 141.184 141.735 0.033 0.033 0.032 0.032 5088.783 548.992 6384.295 2409.197 -1.009 58.156 432.330 1759.160 917.748 0.003 0.000 -10.853 -16.164 -1.921 -3.150 -1.520 -2.999 1.963 2.235 -0.105 0.104 3.656 -0.077 -0.067 4.985 2.572 7.864 0.880 8.982 3.194
